STATE	DOMAIN	AGE	HOMEOWNR	NUMCHLD	INCOME	GENDER	WEALTH1	HIT	MBCRAFT	MBGARDEN	MBBOOKS	MBCOLECT	MAGFAML	MAGFEM	MAGMALE	PUBGARDN	PUBCULIN	PUBHLTH	PUBDOITY	PUBNEWFN	PUBPHOTO	PUBOPP	MAJOR	PEPSTRFL	NUMPRM12	NGIFTALL	TARGET_B
FL	U1		 			F		0.0															 	 	9.0	1.0	0
NC	S1		 			F		0.0															 	 	11.0	1.0	0
CA	S2	62.0	H		4	F		0.0															 	 	14.0	11.0	0
GA	R2	40.0	H	2.0	4	M		0.0															 	 	10.0	2.0	0
TX	T2	25.0	U		3	F	6	0.0															 	X	24.0	16.0	0
GA	T1	74.0	U		5	F	6	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	X	12.0	7.0	0
CA	S1	87.0	 			M		0.0															 	X	22.0	8.0	0
MI	T3	84.0	U		2	F		0.0															 	X	14.0	16.0	0
CA	U3	51.0	H		2	F	2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	2.0	0
WY	T2	56.0	H		4	M	1	15.0	2.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	 	 	13.0	12.0	0
TX	R2	62.0	U		1	U		0.0															 	 	13.0	11.0	1
WI	T2	75.0	H		3	M	3	11.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	1
CA	C2	88.0	H		1	F	2	9.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	 	X	12.0	30.0	0
WA	C2		U		1	F		0.0															 	X	13.0	13.0	0
CA	U1	84.0	H		5	M		0.0															 	X	12.0	3.0	0
TX	T3	76.0	U		5	M		0.0															 	X	13.0	21.0	0
CA	U1	78.0	H		7	M		0.0															 	X	7.0	8.0	0
NC	C3	70.0	H	1.0	3	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	8.0	14.0	0
CA	S2		 			 		0.0															 	 	13.0	6.0	0
FL	C1	64.0	 			F		0.0															 	X	13.0	18.0	0
CA	C1	57.0	H		6	M	5	10.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	0
SC	T2	54.0	H		3	M	4	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	9.0	1
AZ	S1	60.0	U		5	M		0.0															 	X	11.0	8.0	0
FL	C2	68.0	H		2	F	3	12.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	 	X	12.0	13.0	0
IL	S1	83.0	H		2	M	7	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	13.0	1
FL	S1	78.0	 			F		0.0															 	X	26.0	13.0	0
FL	T2	46.0	H		2	M	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	X	15.0	13.0	1
AL	T2	55.0	H		3	M		0.0															 	 	12.0	1.0	1
CA	C1		 			M		0.0															 	 	10.0	2.0	0
WA	C2	51.0	H		5	M	2	8.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	X	13.0	6.0	0
TN	R3		U		2	M		0.0															 	 	11.0	1.0	1
MO	T2	30.0	U		2	M		0.0															 	 	11.0	5.0	1
AK	T2	40.0	H		5	F		0.0															 	X	13.0	8.0	0
TX	C1	73.0	H		6	M	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
IL	S1	61.0	H	1.0	2	F	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	35.0	56.0	1
IA	C3	77.0	H		2	F	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	5.0	0
MI	 		 			F		0.0															 	 	26.0	5.0	1
TX	R2	50.0	U		4	M		0.0															 	 	10.0	2.0	0
WI	T2	80.0	H		2	M	6	9.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	20.0	0
MO	S1	64.0	H		6	F		0.0															 	 	8.0	10.0	1
TX	T2	62.0	H	1.0	5	F		0.0															 	 	12.0	7.0	0
IL	R2		 			M		0.0															 	 	5.0	3.0	0
OK	C1	92.0	U		2	M	9	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	X	14.0	15.0	0
ND	C1	53.0	U		5	F	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	8.0	1
MO	T3	36.0	U	1.0	7	M	6	0.0															 	X	12.0	10.0	0
TX	R2	66.0	H		1	F		0.0															 	 	13.0	6.0	0
NE	T2	72.0	H	1.0	3	M	6	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	5.0	0
TX	T2	63.0	U		6	F		0.0															 	X	13.0	8.0	0
CA	C1	83.0	H		6	F	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	5.0	0
CA	S2	32.0	H		6	F		0.0															 	 	10.0	3.0	1
AZ	U3	77.0	U		2	M	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	8.0	41.0	0
OR	 	78.0	H		2	M	8	0.0															 	 	14.0	10.0	0
NC	T1	66.0	H		5	M	8	0.0															 	 	11.0	6.0	0
CA	S1	49.0	H		7	M	8	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	 	14.0	5.0	0
IN	T1	35.0	H	2.0	4	M	6	0.0															 	 	11.0	9.0	0
OH	C2	35.0	H		3	M	6	0.0															 	 	12.0	3.0	0
CA	S2	52.0	H	1.0	6	M		0.0															 	 	12.0	10.0	1
CA	S1	80.0	H		6	M	8	20.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	 	 	12.0	7.0	0
IN	C3	64.0	U		2	F		0.0															 	 	9.0	1.0	0
CO	C3	59.0	U		1	F	1	6.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	10.0	0
CA	S1	78.0	H		7	U	7	42.0	0.0	0.0	6.0	0.0	4.0	1.0	1.0	0.0	2.0	3.0	1.0	6.0	0.0	0.0	 	 	8.0	4.0	0
IL	U3		U		3	U		0.0															 	 	10.0	2.0	0
CO	T1	60.0	H		4	M		0.0															 	X	13.0	29.0	1
FL	S2	48.0	U		4	F	6	0.0															 	 	15.0	3.0	0
CA	U4		 			F		0.0															 	 	15.0	9.0	0
CA	U2		 			F		0.0															 	 	12.0	3.0	0
TX	R1		U		7	F		0.0															 	X	15.0	13.0	0
CA	U2	85.0	H		5	F	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
LA	T2		H		5	U	8	19.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	 	 	10.0	1.0	1
WA	S2	81.0	U		2	M	4	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	 	 	10.0	1.0	0
WA	S1	64.0	U		6	M		0.0															 	 	14.0	5.0	0
TX	U1	72.0	 		2	M	9	21.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	 	 	11.0	3.0	0
LA	R2	87.0	U		2	F		0.0															 	 	11.0	8.0	0
FL	C2	91.0	H		5	M	3	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	12.0	1
WI	S2	67.0	H		2	F	5	10.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	 	X	12.0	15.0	0
MO	R2		H		4	M		0.0															 	 	8.0	1.0	0
CA	S1		 			F		0.0															 	X	6.0	12.0	1
TN	T2		H		5	F		0.0															 	X	13.0	20.0	1
CA	S2	67.0	H		5	M	4	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	7.0	0
KS	C3	53.0	U		1	F	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	3.0	0
OR	T2	75.0	H		2	F	0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	13.0	10.0	0
AZ	T1	75.0	H		3	F	7	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	37.0	9.0	1
MI	S1	79.0	 		4	M	8	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	3.0	1
FL	R2	63.0	H		2	F	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	10.0	6.0	0
CA	U2		 			M		0.0															 	X	15.0	23.0	0
CA	R1	55.0	H		7	F	3	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	 	 	13.0	4.0	1
TX	S1	54.0	H	2.0	4	F		0.0															 	 	10.0	3.0	0
LA	S1	36.0	U		3	M		0.0															 	 	10.0	3.0	0
MT	T2	66.0	U		2	M	4	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	 	 	12.0	5.0	1
TX	S1	78.0	U		2	F		0.0															 	X	10.0	17.0	0
CA	C3	54.0	H	2.0	3	F		0.0															 	X	11.0	42.0	0
ND	T2	66.0	H		3	F	6	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	7.0	3.0	0
CA	R2		 			 		0.0															 	X	15.0	28.0	0
LA	C3	45.0	H	2.0	3	F	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	1
CA	S1	67.0	H		3	F	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	24.0	0
HI	T2		 			M		0.0															 	 	18.0	4.0	1
NC	R2		 			F		0.0															 	X	7.0	10.0	0
CA	T2	44.0	H	2.0	4	F	3	0.0															 	 	10.0	1.0	0
LA	T2	55.0	 			M		0.0															 	 	13.0	4.0	0
AL	C2	77.0	H		5	F	9	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	0
CA	U1		H		6	M	8	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	7.0	4.0	0
CO	C2	84.0	 			F		0.0															 	X	13.0	21.0	0
IL	T2	77.0	U		3	M	3	0.0															 	X	13.0	14.0	0
IL	U1	74.0	H		6	F	9	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	6.0	0
FL	T3	61.0	H	1.0	2	F	1	9.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	X	11.0	8.0	0
FL	U3		 			F		0.0															 	X	14.0	11.0	0
TN	R2	36.0	U		5	F		0.0															 	X	12.0	23.0	0
WI	S1	77.0	 			M		0.0															 	 	11.0	2.0	0
CA	S1	81.0	H		5	M	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	1
TX	C1	88.0	U		1	F	8	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	 	 	13.0	4.0	0
WA	T2		 			 		0.0															 	 	13.0	5.0	0
CA	U2	52.0	 			F		0.0															 	 	13.0	4.0	1
CA	S1	80.0	H		6	F	8	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	8.0	13.0	0
KY	R3	68.0	H		2	F		0.0															 	X	10.0	43.0	1
AR	C1		 			F		0.0															 	 	13.0	2.0	1
TX	C2	50.0	H		6	M		0.0															 	X	12.0	5.0	0
GA	R2		H	1.0	1	M		0.0															 	 	11.0	1.0	0
FL	S1	41.0	H		7	M	8	0.0															 	 	13.0	10.0	1
GA	R2	47.0	 			F		0.0															 	 	11.0	1.0	0
AL	R3		 			M		0.0															 	 	12.0	3.0	0
ID	C3	61.0	H		3	F	5	4.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	29.0	0
CA	R2	81.0	U		2	F	2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	10.0	10.0	0
TN	 	52.0	H	1.0	4	M		0.0															 	 	12.0	2.0	1
NM	C1	67.0	H		4	F		0.0															 	 	12.0	5.0	0
CA	C1		 			F		0.0															 	X	12.0	9.0	1
CA	 	51.0	H		7	U		0.0															 	X	14.0	9.0	0
IN	 	76.0	 		2	F		0.0															 	 	21.0	9.0	0
IL	R3	73.0	U		2	F	1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	19.0	19.0	0
WA	R2	58.0	U		4	U	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	4.0	0
SD	R2	36.0	U	2.0	2	M	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	18.0	0
GA	S1		U		5	M	8	34.0	0.0	2.0	6.0	1.0	1.0	1.0	0.0	3.0	1.0	1.0	5.0	0.0	0.0	0.0	 	X	14.0	8.0	0
MS	R3	67.0	 			F		0.0															 	X	14.0	16.0	0
WA	T1	40.0	U		5	F		0.0															 	 	12.0	4.0	0
MO	U3	65.0	H		5	F	4	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	3.0	1
CA	C2	75.0	H		5	F		0.0															 	X	15.0	13.0	0
IA	T2	63.0	U		1	M	3	0.0															 	 	10.0	1.0	0
MS	T2	45.0	H		2	M	8	4.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	0
MI	S1	54.0	H	1.0	6	M	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
CA	C1	75.0	H		6	F	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	10.0	0
TN	C2	44.0	H		5	F	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	6.0	1
AL	R2	75.0	U	1.0	3	M	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	3.0	1
CA	S3	52.0	H		5	M		0.0															 	X	12.0	12.0	0
GA	S1		 			F		0.0															 	 	11.0	1.0	0
CA	S1	75.0	U		6	F	9	37.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	2.0	2.0	4.0	0.0	5.0	0.0	6.0	 	 	11.0	9.0	0
IL	S2	24.0	U	2.0	3	F		0.0															 	 	7.0	1.0	0
CA	U3	71.0	H		1	M	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	8.0	1.0	0
SC	T2	54.0	H		4	F	8	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	 	7.0	1.0	0
TN	S2	66.0	H		4	F	7	27.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	 	 	13.0	3.0	0
FL	R3	83.0	H		3	F	1	0.0															 	X	12.0	18.0	0
UT	C2	82.0	H		3	M	6	38.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	5.0	2.0	1.0	0.0	0.0	 	 	12.0	8.0	0
ID	R2		 			F		0.0															 	 	8.0	1.0	1
IA	C3	72.0	U		1	F	0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	 	 	10.0	3.0	0
FL	C1	58.0	H		5	F	4	0.0															 	X	13.0	7.0	1
OR	T2	49.0	 			M		0.0															 	 	10.0	5.0	0
TX	C2	47.0	 			M		0.0															 	 	12.0	1.0	0
NC	T2	42.0	U	3.0	2	F		0.0															 	 	9.0	2.0	0
ID	R3	82.0	U		1	F	0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	0
NC	C2	83.0	 			M		0.0															 	X	14.0	14.0	0
WA	T2		 			F		0.0															 	X	12.0	8.0	0
NC	T2	32.0	H		5	M		0.0															 	X	13.0	10.0	0
NC	T2	56.0	H		3	F	6	0.0															 	 	13.0	11.0	0
IN	S3		U		3	M		0.0															 	 	15.0	10.0	0
IL	T1	47.0	H	2.0	4	F	8	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	13.0	0
WA	U4	70.0	H		1	F	0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
FL	U4	26.0	U		4	M		0.0															 	 	11.0	1.0	0
CA	U2	44.0	 			F		0.0															 	 	14.0	3.0	1
OR	T2	63.0	U		1	M	2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	 	10.0	4.0	0
CA	S1	56.0	H		5	F		0.0															 	 	12.0	4.0	1
FL	C3	91.0	U		1	M	3	23.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	 	X	21.0	19.0	0
IA	T2	37.0	H	4.0	5	F	7	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	27.0	6.0	0
NC	T2	78.0	H		7	M		0.0															 	 	13.0	8.0	0
IL	U1	80.0	H		7	F		0.0															 	 	15.0	7.0	1
CA	S1	44.0	H		6	F		0.0															 	X	13.0	7.0	0
CA	S1		 			M		0.0															 	X	14.0	6.0	0
MI	S3	81.0	U		4	M	5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	8.0	0
MI	U2		U		2	F	6	15.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	 	 	13.0	5.0	0
MN	R3	66.0	U	1.0	7	F	1	9.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	10.0	12.0	0
NM	R2	59.0	H		3	F		0.0															 	X	13.0	11.0	1
FL	 		 			F		0.0															 	X	4.0	14.0	0
TX	U1	63.0	H		3	F	9	0.0															 	 	10.0	2.0	0
AR	R2		 			F		0.0															 	 	12.0	2.0	1
WA	C2	72.0	H		1	F	3	0.0															 	X	14.0	5.0	0
CA	S1	72.0	 			F		0.0															 	X	11.0	20.0	0
TX	R2	81.0	U		5	M		0.0															 	X	7.0	9.0	0
AZ	C3		 			F		0.0															 	 	11.0	1.0	0
MI	U2	50.0	H	1.0	6	F	8	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	8.0	1.0	0
OR	R2	49.0	U		1	M	4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	34.0	19.0	0
IA	S3	76.0	 			M		0.0															 	 	12.0	6.0	0
WI	S1	85.0	 			F		0.0															 	X	13.0	21.0	0
AR	R2	73.0	H		3	M		0.0															 	X	12.0	25.0	1
NC	C1	74.0	H		7	F	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	15.0	5.0	0
TX	U4	56.0	H		2	F	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	18.0	11.0	0
FL	S2	88.0	H		3	M	7	24.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	 	X	18.0	11.0	0
GA	T1	51.0	H	1.0	2	M	9	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	10.0	5.0	1
MI	S2		 			 		0.0															 	 	10.0	4.0	0
GA	T3	78.0	H	1.0	5	F	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	3.0	0
FL	C1	74.0	H		3	F	9	0.0															 	X	15.0	11.0	1
AZ	T2	58.0	U		3	F		0.0															 	X	12.0	9.0	0
MN	R2	53.0	U		5	F	3	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	14.0	10.0	0
KS	T2	58.0	H		2	F		0.0															 	X	16.0	12.0	0
MO	U2		 			M		0.0															 	 	11.0	1.0	0
WI	T2	37.0	H		7	F	9	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	4.0	1
NC	T2	57.0	H	2.0	4	F		0.0															 	X	15.0	13.0	0
MI	C3		U		1	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	8.0	0
NC	T2	59.0	H		6	F	7	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	 	13.0	4.0	0
GA	C1	50.0	H		6	M		0.0															 	 	10.0	2.0	0
CA	U1	72.0	H		5	F	6	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	17.0	0
TX	C1	87.0	H		5	F	4	240.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	15.0	15.0	0
IL	U2	37.0	U		4	M	6	12.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	 	X	13.0	10.0	0
IL	 	85.0	H		2	F	1	20.0	0.0	0.0	5.0	1.0	1.0	2.0	0.0	0.0	2.0	4.0	0.0	1.0	0.0	0.0	 	 	39.0	18.0	0
CA	U1	79.0	H		1	F	6	14.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	 	X	12.0	23.0	0
AZ	S1	50.0	H		4	F		0.0															 	X	13.0	10.0	0
CA	R2	67.0	H		5	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	30.0	0
ID	T2	42.0	H	3.0	7	F	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
FL	S2		 			M		0.0															 	X	11.0	21.0	0
OR	S1	83.0	H		3	F	9	53.0	0.0	0.0	9.0	0.0	2.0	3.0	1.0	0.0	3.0	7.0	0.0	4.0	1.0	0.0	 	X	11.0	11.0	1
CA	U1	55.0	H		1	F	6	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	3.0	0
NC	R2	48.0	H		2	F		0.0															 	 	7.0	1.0	0
WI	T2	28.0	U		4	F		0.0															 	 	14.0	6.0	0
MO	S1		U		2	F	9	0.0															 	 	13.0	4.0	1
FL	S2	35.0	 			M		0.0															 	X	16.0	21.0	0
WI	S2	64.0	H		6	M	7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	10.0	9.0	1
FL	S1	27.0	 			F		0.0															 	 	12.0	2.0	0
FL	C2		 			F		0.0															 	 	11.0	1.0	0
FL	S3	62.0	H		4	F		0.0															 	 	7.0	1.0	1
CA	U1	54.0	H		6	F		0.0															 	 	13.0	4.0	0
CA	S1	69.0	 			F		0.0															 	 	10.0	12.0	0
LA	C2	48.0	H		4	M	5	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	7.0	0
IN	C2		 			 		0.0															 	X	12.0	5.0	0
FL	C2	33.0	 			M		0.0															 	X	12.0	16.0	0
AL	T2	82.0	H		1	F		0.0															 	X	12.0	30.0	0
WI	T2	56.0	H	2.0	6	M	7	12.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	 	10.0	5.0	0
KS	T2	77.0	H		6	F	5	14.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	15.0	14.0	1
OK	T2	81.0	H		3	M	4	14.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	 	X	12.0	14.0	0
MI	T2	74.0	H		2	F	6	28.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	 	 	9.0	9.0	0
