COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,93030.0,0.0,0.0,408872.0,595.0,0.0,2.0,very_unsat,very_little,no,2.59,STAY
one,148960.0,187.0,24.0,651584.0,445.0,17.0,5.0,very_sat,very_little,never_thought,3.44,LEAVE
one,116202.0,82.0,0.0,187400.0,560.0,0.0,9.0,very_sat,little,actively_looking_into_it,2.91,LEAVE
zero,70974.0,0.0,39.0,196984.0,284.0,0.0,11.0,unsat,very_little,actively_looking_into_it,5.67,STAY
one,124325.0,240.0,8.0,952734.0,134.0,24.0,5.0,very_unsat,little,no,3.31,LEAVE
zero,56165.0,0.0,0.0,170255.0,331.0,1.0,12.0,very_unsat,little,considering,4.6,LEAVE
one,101708.0,0.0,5.0,224024.0,555.0,21.0,8.0,very_unsat,little,actively_looking_into_it,3.57,LEAVE
one,81705.0,0.0,0.0,467205.0,291.0,0.0,11.0,very_unsat,very_high,never_thought,4.42,LEAVE
one,24921.0,245.0,11.0,385308.0,177.0,28.0,4.0,very_sat,little,considering,3.65,LEAVE
zero,107182.0,52.0,9.0,272532.0,182.0,3.0,1.0,unsat,little,actively_looking_into_it,3.87,STAY
zero,159969.0,53.0,18.0,272712.0,562.0,5.0,6.0,very_unsat,very_little,no,5.73,STAY
one,65540.0,78.0,56.0,293386.0,385.0,3.0,1.0,very_sat,very_little,considering,6.2,STAY
one,48106.0,164.0,38.0,253967.0,207.0,16.0,1.0,unsat,little,actively_looking_into_it,3.91,STAY
zero,114048.0,0.0,0.0,493105.0,453.0,1.0,11.0,very_unsat,very_little,considering,3.93,STAY
one,47323.0,0.0,63.0,783690.0,248.0,1.0,1.0,unsat,high,perhaps,4.18,LEAVE
one,157390.0,65.0,6.0,705582.0,684.0,5.0,13.0,very_sat,very_high,considering,5.44,STAY
one,40871.0,0.0,89.0,151314.0,184.0,0.0,1.0,very_sat,little,considering,6.5,LEAVE
zero,131006.0,0.0,0.0,194541.0,728.0,1.0,9.0,very_unsat,very_high,no,1.96,STAY
zero,106446.0,71.0,17.0,462806.0,695.0,4.0,6.0,very_sat,little,no,3.43,STAY
one,130330.0,0.0,44.0,994764.0,649.0,19.0,1.0,very_unsat,very_little,considering,6.44,LEAVE
one,121185.0,57.0,10.0,390069.0,678.0,5.0,5.0,unsat,very_high,no,5.63,STAY
one,53551.0,164.0,0.0,284481.0,281.0,24.0,10.0,very_unsat,little,considering,4.53,LEAVE
one,117197.0,0.0,0.0,206551.0,715.0,1.0,11.0,very_sat,very_high,never_thought,2.3,LEAVE
one,121711.0,0.0,34.0,340302.0,795.0,1.0,1.0,very_sat,little,considering,6.57,STAY
one,133715.0,0.0,29.0,260174.0,464.0,3.0,1.0,unsat,little,considering,6.17,STAY
zero,86494.0,0.0,0.0,373988.0,335.0,0.0,12.0,very_unsat,little,considering,4.25,LEAVE
one,34586.0,76.0,0.0,555992.0,154.0,5.0,4.0,very_unsat,very_high,never_thought,4.97,STAY
zero,47827.0,60.0,12.0,793712.0,180.0,5.0,4.0,very_unsat,avg,considering,5.59,STAY
zero,45286.0,37.0,0.0,929454.0,169.0,5.0,9.0,sat,little,actively_looking_into_it,6.52,STAY
one,95624.0,75.0,0.0,717886.0,324.0,3.0,1.0,very_sat,little,actively_looking_into_it,5.43,LEAVE
one,36235.0,237.0,44.0,708159.0,770.0,0.0,1.0,unsat,little,considering,5.6,LEAVE
zero,150177.0,286.0,53.0,358089.0,882.0,20.0,1.0,unsat,high,no,3.97,LEAVE
one,22388.0,185.0,54.0,693498.0,163.0,18.0,2.0,very_sat,very_high,no,6.67,STAY
zero,86130.0,54.0,8.0,992425.0,268.0,3.0,6.0,very_unsat,little,never_thought,5.99,LEAVE
zero,40949.0,208.0,21.0,731309.0,158.0,25.0,4.0,unsat,very_little,actively_looking_into_it,5.1,STAY
one,51241.0,0.0,14.0,270742.0,833.0,0.0,4.0,very_sat,very_little,no,3.79,LEAVE
one,91094.0,214.0,16.0,860011.0,325.0,27.0,6.0,very_sat,very_little,perhaps,6.2,STAY
one,64646.0,242.0,0.0,690841.0,390.0,28.0,11.0,very_unsat,very_little,never_thought,6.68,STAY
zero,34234.0,208.0,8.0,176020.0,136.0,25.0,6.0,unsat,very_high,actively_looking_into_it,3.23,LEAVE
zero,25871.0,201.0,23.0,363884.0,188.0,29.0,9.0,very_unsat,very_little,no,3.32,LEAVE
one,153726.0,61.0,5.0,971232.0,639.0,4.0,4.0,very_unsat,little,actively_looking_into_it,3.59,LEAVE
zero,147579.0,0.0,0.0,845505.0,703.0,1.0,8.0,very_sat,very_little,actively_looking_into_it,3.58,STAY
one,137958.0,36.0,8.0,281014.0,682.0,3.0,6.0,unsat,very_high,no,4.2,LEAVE
one,96837.0,44.0,6.0,679846.0,337.0,3.0,4.0,very_unsat,high,considering,4.93,STAY
one,71333.0,0.0,0.0,644255.0,259.0,0.0,9.0,very_sat,very_high,considering,6.64,STAY
one,53454.0,46.0,39.0,862589.0,285.0,4.0,2.0,very_unsat,high,considering,6.37,STAY
zero,54064.0,215.0,0.0,331539.0,531.0,11.0,15.0,very_unsat,little,considering,3.31,LEAVE
one,69598.0,217.0,18.0,321677.0,294.0,21.0,5.0,unsat,high,never_thought,3.77,LEAVE
zero,31014.0,0.0,45.0,601025.0,522.0,1.0,1.0,unsat,very_little,considering,5.27,STAY
one,152482.0,64.0,54.0,174553.0,544.0,3.0,1.0,very_unsat,very_high,actively_looking_into_it,6.3,STAY
zero,151245.0,229.0,28.0,464219.0,877.0,25.0,1.0,very_unsat,little,never_thought,4.75,STAY
one,141081.0,50.0,9.0,697399.0,643.0,0.0,5.0,very_sat,little,actively_looking_into_it,4.71,STAY
zero,41238.0,185.0,69.0,186275.0,725.0,14.0,1.0,very_unsat,little,considering,4.75,STAY
zero,34720.0,0.0,11.0,567122.0,751.0,3.0,5.0,very_sat,little,actively_looking_into_it,4.06,STAY
one,147781.0,211.0,23.0,366680.0,805.0,28.0,5.0,unsat,very_little,actively_looking_into_it,3.79,LEAVE
zero,23430.0,191.0,15.0,525085.0,152.0,15.0,5.0,very_unsat,little,no,2.76,LEAVE
zero,107353.0,50.0,86.0,616744.0,551.0,4.0,5.0,avg,little,actively_looking_into_it,5.01,LEAVE
zero,83002.0,187.0,0.0,211950.0,312.0,26.0,15.0,very_unsat,high,no,2.12,LEAVE
zero,36704.0,205.0,48.0,493914.0,226.0,13.0,2.0,unsat,very_high,considering,4.16,LEAVE
one,42301.0,82.0,0.0,208641.0,219.0,3.0,12.0,very_unsat,little,considering,4.75,STAY
one,94354.0,0.0,18.0,190180.0,298.0,0.0,5.0,very_sat,very_little,actively_looking_into_it,4.67,STAY
one,141134.0,37.0,0.0,896930.0,841.0,0.0,11.0,very_unsat,very_little,considering,5.71,STAY
one,63366.0,0.0,50.0,669411.0,366.0,1.0,2.0,unsat,little,considering,6.5,STAY
one,66850.0,0.0,5.0,511060.0,341.0,0.0,4.0,very_sat,little,actively_looking_into_it,4.87,STAY
zero,155373.0,78.0,0.0,166319.0,489.0,5.0,2.0,avg,very_little,considering,2.28,LEAVE
zero,77640.0,0.0,55.0,298596.0,268.0,23.0,4.0,very_unsat,little,considering,5.88,LEAVE
one,54033.0,231.0,12.0,156286.0,276.0,14.0,6.0,very_unsat,very_little,never_thought,2.53,STAY
one,95782.0,47.0,69.0,794438.0,339.0,5.0,1.0,sat,little,no,4.17,LEAVE
zero,39424.0,0.0,16.0,846385.0,206.0,0.0,4.0,very_unsat,very_high,actively_looking_into_it,5.69,LEAVE
one,61390.0,0.0,0.0,294618.0,274.0,1.0,8.0,unsat,high,considering,4.76,STAY
one,87782.0,0.0,5.0,545957.0,307.0,1.0,4.0,very_unsat,little,actively_looking_into_it,4.21,STAY
one,78465.0,202.0,78.0,574262.0,299.0,28.0,2.0,very_sat,very_high,no,2.98,LEAVE
zero,27229.0,0.0,0.0,331565.0,237.0,1.0,10.0,very_unsat,little,no,2.97,LEAVE
one,76478.0,122.0,0.0,438605.0,330.0,1.0,10.0,very_unsat,avg,never_thought,4.53,LEAVE
zero,22303.0,0.0,0.0,207783.0,140.0,1.0,12.0,very_sat,little,perhaps,3.59,LEAVE
one,20139.0,55.0,0.0,512976.0,179.0,4.0,2.0,very_sat,very_little,considering,3.14,STAY
zero,93899.0,0.0,24.0,155869.0,341.0,1.0,5.0,very_unsat,very_little,actively_looking_into_it,2.63,LEAVE
one,29993.0,195.0,0.0,643074.0,143.0,11.0,11.0,unsat,high,perhaps,7.1,STAY
zero,93150.0,167.0,0.0,155285.0,277.0,15.0,4.0,avg,high,considering,2.21,STAY
one,59242.0,211.0,76.0,407361.0,182.0,4.0,1.0,very_unsat,very_high,actively_looking_into_it,3.32,LEAVE
zero,57651.0,154.0,16.0,681516.0,294.0,17.0,5.0,avg,very_high,actively_looking_into_it,5.48,STAY
zero,26063.0,0.0,66.0,665347.0,174.0,0.0,2.0,very_unsat,little,actively_looking_into_it,4.28,STAY
one,36949.0,179.0,0.0,351685.0,156.0,20.0,8.0,unsat,very_little,considering,2.77,LEAVE
zero,30820.0,201.0,8.0,565332.0,232.0,27.0,5.0,very_unsat,very_little,considering,3.39,LEAVE
zero,23789.0,0.0,0.0,567352.0,133.0,1.0,8.0,unsat,little,considering,4.28,STAY
one,57618.0,198.0,22.0,534981.0,331.0,12.0,6.0,very_unsat,high,actively_looking_into_it,4.12,LEAVE
one,143478.0,0.0,64.0,309115.0,484.0,1.0,2.0,very_unsat,very_high,actively_looking_into_it,6.21,LEAVE
zero,43646.0,75.0,0.0,235120.0,249.0,3.0,13.0,very_unsat,little,considering,4.46,LEAVE
one,40846.0,60.0,25.0,930878.0,194.0,5.0,2.0,unsat,very_little,considering,5.88,STAY
zero,38247.0,192.0,8.0,552397.0,241.0,10.0,6.0,very_unsat,avg,considering,4.65,LEAVE
one,49959.0,186.0,14.0,684797.0,150.0,23.0,5.0,very_unsat,little,considering,5.75,STAY
one,37652.0,172.0,0.0,372882.0,151.0,17.0,5.0,very_sat,little,actively_looking_into_it,4.16,LEAVE
zero,128982.0,0.0,45.0,804534.0,831.0,5.0,1.0,very_unsat,little,no,3.67,LEAVE
one,109837.0,0.0,42.0,168366.0,842.0,0.0,2.0,avg,very_high,no,5.12,LEAVE
zero,86989.0,0.0,0.0,759913.0,366.0,0.0,12.0,very_unsat,little,actively_looking_into_it,7.41,STAY
one,135356.0,0.0,6.0,597146.0,514.0,0.0,5.0,very_sat,very_high,considering,2.4,LEAVE
one,109215.0,207.0,0.0,196196.0,544.0,12.0,14.0,unsat,little,never_thought,3.16,LEAVE
zero,33734.0,0.0,0.0,972206.0,176.0,4.0,12.0,unsat,little,actively_looking_into_it,5.65,STAY
one,32536.0,0.0,49.0,866634.0,161.0,5.0,2.0,very_sat,little,considering,7.48,STAY
zero,30295.0,227.0,70.0,258825.0,142.0,28.0,2.0,avg,very_little,no,4.45,LEAVE
zero,39875.0,68.0,83.0,757184.0,203.0,3.0,2.0,unsat,little,considering,6.74,STAY
one,108520.0,197.0,28.0,178924.0,429.0,17.0,2.0,very_unsat,very_little,actively_looking_into_it,5.42,LEAVE
zero,110664.0,175.0,0.0,152186.0,478.0,10.0,15.0,very_unsat,very_little,considering,2.65,LEAVE
zero,128701.0,59.0,0.0,295383.0,447.0,3.0,12.0,very_unsat,avg,considering,4.9,LEAVE
one,132822.0,0.0,89.0,996518.0,747.0,1.0,2.0,very_unsat,very_little,actively_looking_into_it,5.91,LEAVE
zero,103047.0,0.0,17.0,682180.0,510.0,1.0,6.0,very_unsat,very_high,considering,4.44,STAY
one,70716.0,0.0,11.0,227369.0,263.0,1.0,5.0,avg,little,actively_looking_into_it,3.51,STAY
zero,38859.0,66.0,0.0,743559.0,168.0,1.0,2.0,unsat,very_high,considering,6.46,STAY
zero,132714.0,230.0,53.0,245026.0,472.0,15.0,2.0,unsat,very_little,no,2.13,LEAVE
zero,81614.0,202.0,52.0,469222.0,335.0,1.0,1.0,very_unsat,very_high,actively_looking_into_it,3.06,LEAVE
zero,104454.0,0.0,41.0,745800.0,829.0,1.0,2.0,very_unsat,little,actively_looking_into_it,6.13,LEAVE
one,32803.0,0.0,0.0,225491.0,472.0,26.0,15.0,very_unsat,very_little,considering,3.79,STAY
zero,151865.0,201.0,19.0,761889.0,415.0,25.0,6.0,avg,very_little,considering,3.95,STAY
zero,117140.0,252.0,49.0,695416.0,377.0,29.0,2.0,very_unsat,little,never_thought,4.11,LEAVE
zero,128965.0,260.0,20.0,648599.0,636.0,14.0,6.0,very_sat,very_little,actively_looking_into_it,3.86,LEAVE
one,115120.0,155.0,0.0,196082.0,819.0,18.0,12.0,unsat,very_little,considering,3.58,LEAVE
zero,120420.0,211.0,62.0,648160.0,469.0,25.0,1.0,unsat,little,no,3.02,STAY
zero,151958.0,79.0,37.0,248601.0,544.0,4.0,2.0,very_unsat,little,no,6.07,LEAVE
zero,49490.0,140.0,22.0,273474.0,188.0,13.0,1.0,sat,very_high,actively_looking_into_it,3.43,LEAVE
one,108724.0,63.0,11.0,753909.0,580.0,5.0,5.0,unsat,little,perhaps,3.16,LEAVE
one,40931.0,154.0,7.0,706161.0,166.0,10.0,5.0,very_unsat,little,considering,5.54,LEAVE
one,40455.0,0.0,13.0,169842.0,140.0,0.0,4.0,very_unsat,little,considering,2.71,LEAVE
one,116521.0,67.0,0.0,938023.0,599.0,5.0,2.0,very_sat,very_high,never_thought,5.67,STAY
one,42662.0,0.0,0.0,304503.0,234.0,1.0,12.0,avg,very_high,actively_looking_into_it,3.51,STAY
one,45242.0,51.0,18.0,170482.0,166.0,3.0,6.0,unsat,little,actively_looking_into_it,3.65,STAY
one,132155.0,61.0,0.0,773608.0,778.0,3.0,2.0,avg,high,no,3.17,LEAVE
one,32935.0,0.0,24.0,249690.0,718.0,0.0,2.0,very_sat,little,actively_looking_into_it,3.49,STAY
one,45032.0,171.0,34.0,814771.0,216.0,28.0,1.0,unsat,high,considering,6.1,STAY
zero,78065.0,37.0,62.0,402547.0,274.0,3.0,2.0,very_sat,little,considering,5.65,STAY
zero,83606.0,88.0,25.0,600629.0,287.0,0.0,1.0,very_unsat,very_high,actively_looking_into_it,5.54,STAY
one,78204.0,194.0,21.0,269952.0,194.0,20.0,5.0,unsat,high,actively_looking_into_it,3.01,LEAVE
zero,32378.0,0.0,14.0,177349.0,144.0,1.0,6.0,very_unsat,little,actively_looking_into_it,4.7,STAY
zero,35937.0,0.0,0.0,675092.0,308.0,1.0,9.0,very_unsat,very_little,considering,5.6,LEAVE
zero,85989.0,69.0,89.0,583853.0,359.0,5.0,1.0,very_unsat,little,considering,4.5,LEAVE
zero,99198.0,218.0,0.0,882195.0,345.0,1.0,14.0,avg,very_little,considering,5.87,STAY
zero,84583.0,64.0,82.0,551970.0,335.0,4.0,5.0,very_sat,little,no,6.09,LEAVE
one,56166.0,0.0,0.0,603880.0,340.0,1.0,11.0,very_unsat,very_little,never_thought,4.09,STAY
zero,59110.0,0.0,57.0,698870.0,356.0,1.0,14.0,unsat,very_little,considering,5.52,STAY
zero,151972.0,223.0,0.0,296512.0,660.0,21.0,13.0,very_unsat,little,considering,3.63,LEAVE
one,34210.0,49.0,19.0,898243.0,143.0,3.0,2.0,unsat,avg,never_thought,6.08,STAY
zero,58338.0,0.0,0.0,571550.0,366.0,1.0,9.0,very_sat,high,considering,3.53,STAY
zero,124234.0,174.0,0.0,295856.0,634.0,20.0,10.0,unsat,very_little,considering,4.7,STAY
zero,124898.0,0.0,0.0,585794.0,801.0,0.0,5.0,avg,high,no,3.58,STAY
zero,88296.0,166.0,0.0,948516.0,488.0,25.0,13.0,very_unsat,little,actively_looking_into_it,7.17,STAY
zero,26265.0,0.0,0.0,788732.0,226.0,1.0,11.0,very_sat,little,considering,4.34,STAY
one,93856.0,0.0,17.0,208838.0,258.0,1.0,4.0,very_unsat,little,considering,3.66,LEAVE
zero,51383.0,0.0,84.0,170514.0,323.0,0.0,1.0,unsat,little,perhaps,4.21,LEAVE
one,105709.0,0.0,0.0,432258.0,580.0,1.0,11.0,unsat,little,actively_looking_into_it,3.16,LEAVE
zero,129637.0,0.0,0.0,859048.0,766.0,1.0,9.0,sat,very_little,no,3.01,STAY
zero,26555.0,67.0,5.0,328535.0,240.0,4.0,5.0,very_unsat,very_high,actively_looking_into_it,4.74,STAY
one,54557.0,0.0,0.0,257630.0,354.0,0.0,10.0,very_unsat,very_high,considering,3.04,LEAVE
zero,120491.0,55.0,0.0,793030.0,697.0,4.0,14.0,very_unsat,very_high,considering,3.27,STAY
zero,40760.0,0.0,7.0,913160.0,235.0,1.0,5.0,unsat,very_little,actively_looking_into_it,6.45,STAY
one,136814.0,205.0,0.0,977063.0,731.0,22.0,6.0,unsat,high,considering,3.39,STAY
one,23414.0,0.0,23.0,371837.0,162.0,1.0,6.0,very_sat,little,perhaps,2.14,LEAVE
zero,23566.0,188.0,16.0,390879.0,147.0,5.0,6.0,unsat,little,actively_looking_into_it,5.16,STAY
zero,152593.0,222.0,0.0,158805.0,443.0,22.0,12.0,very_unsat,very_little,never_thought,2.56,LEAVE
zero,93571.0,0.0,73.0,750344.0,391.0,1.0,6.0,very_unsat,very_little,no,7.35,STAY
zero,53963.0,21.0,6.0,288364.0,282.0,5.0,4.0,avg,very_high,actively_looking_into_it,3.81,STAY
one,40053.0,0.0,24.0,900033.0,136.0,1.0,6.0,very_unsat,very_little,actively_looking_into_it,5.87,STAY
zero,47593.0,0.0,34.0,235397.0,170.0,0.0,1.0,sat,little,considering,5.84,LEAVE
one,37327.0,194.0,22.0,537744.0,231.0,13.0,6.0,sat,very_little,considering,4.8,LEAVE
one,86197.0,0.0,51.0,828941.0,253.0,0.0,2.0,sat,very_little,perhaps,4.93,LEAVE
zero,75512.0,100.0,11.0,343004.0,378.0,4.0,2.0,sat,very_high,actively_looking_into_it,3.13,LEAVE
one,35691.0,46.0,45.0,649365.0,175.0,4.0,2.0,very_sat,little,considering,5.24,LEAVE
zero,32194.0,182.0,0.0,987742.0,246.0,23.0,8.0,very_unsat,little,considering,5.75,STAY
one,85335.0,0.0,63.0,918403.0,393.0,0.0,1.0,very_sat,little,no,6.43,STAY
zero,116513.0,52.0,46.0,401335.0,489.0,12.0,9.0,very_unsat,little,considering,6.27,STAY
zero,27544.0,77.0,64.0,459893.0,188.0,3.0,2.0,very_unsat,very_high,actively_looking_into_it,4.41,LEAVE
zero,70904.0,236.0,9.0,645286.0,344.0,4.0,6.0,unsat,little,perhaps,6.72,LEAVE
zero,44935.0,0.0,18.0,307842.0,201.0,3.0,6.0,sat,high,actively_looking_into_it,2.72,STAY
one,134754.0,116.0,24.0,334398.0,831.0,13.0,4.0,very_sat,little,actively_looking_into_it,1.26,STAY
one,116277.0,219.0,89.0,832734.0,452.0,22.0,1.0,very_sat,very_little,actively_looking_into_it,3.6,LEAVE
zero,98711.0,0.0,41.0,948495.0,137.0,0.0,2.0,avg,little,considering,5.35,STAY
zero,153135.0,0.0,0.0,853543.0,360.0,0.0,14.0,very_unsat,very_high,actively_looking_into_it,3.7,STAY
zero,88027.0,0.0,0.0,902032.0,255.0,1.0,11.0,very_unsat,high,considering,6.61,STAY
one,130183.0,201.0,19.0,715522.0,481.0,16.0,6.0,very_sat,avg,considering,1.31,LEAVE
zero,132771.0,169.0,16.0,960238.0,621.0,29.0,5.0,very_unsat,very_high,no,6.45,LEAVE
one,159316.0,53.0,56.0,900539.0,883.0,5.0,2.0,very_sat,very_little,no,7.47,LEAVE
zero,130660.0,179.0,82.0,210754.0,532.0,13.0,15.0,very_unsat,very_high,considering,3.5,LEAVE
zero,129172.0,252.0,0.0,775946.0,737.0,25.0,9.0,very_unsat,little,never_thought,3.02,LEAVE
zero,124277.0,196.0,0.0,268438.0,589.0,13.0,13.0,unsat,little,perhaps,3.43,LEAVE
one,128158.0,198.0,38.0,660533.0,869.0,12.0,2.0,very_sat,very_high,never_thought,3.57,LEAVE
zero,112256.0,190.0,0.0,377672.0,410.0,22.0,13.0,unsat,little,actively_looking_into_it,3.96,LEAVE
one,76715.0,267.0,22.0,246250.0,321.0,11.0,5.0,very_sat,little,considering,5.11,LEAVE
zero,54717.0,0.0,0.0,723068.0,383.0,1.0,2.0,very_sat,very_high,actively_looking_into_it,6.64,LEAVE
zero,47682.0,52.0,68.0,716671.0,148.0,4.0,2.0,very_unsat,high,actively_looking_into_it,7.23,STAY
zero,40532.0,196.0,6.0,655608.0,164.0,26.0,5.0,very_sat,avg,considering,4.71,STAY
one,24493.0,0.0,0.0,267604.0,205.0,0.0,8.0,very_sat,little,actively_looking_into_it,5.23,LEAVE
one,101183.0,187.0,69.0,616794.0,671.0,14.0,1.0,very_unsat,high,actively_looking_into_it,2.83,LEAVE
one,57115.0,0.0,5.0,641441.0,202.0,0.0,5.0,very_sat,little,actively_looking_into_it,9.08,STAY
one,82195.0,191.0,67.0,800273.0,309.0,21.0,2.0,very_unsat,very_little,actively_looking_into_it,6.41,STAY
one,47823.0,210.0,0.0,749878.0,171.0,22.0,14.0,very_unsat,little,considering,5.69,STAY
one,110090.0,33.0,0.0,342544.0,843.0,5.0,12.0,unsat,avg,actively_looking_into_it,3.02,LEAVE
zero,20404.0,182.0,6.0,159503.0,136.0,14.0,5.0,very_unsat,very_little,perhaps,4.05,STAY
zero,101625.0,0.0,0.0,234351.0,415.0,24.0,12.0,very_sat,very_little,no,3.07,LEAVE
zero,158854.0,89.0,18.0,251168.0,785.0,5.0,6.0,very_unsat,very_high,considering,3.26,LEAVE
zero,85779.0,207.0,0.0,202107.0,399.0,27.0,15.0,very_unsat,very_high,never_thought,3.73,LEAVE
zero,157702.0,215.0,18.0,562802.0,710.0,26.0,6.0,very_unsat,little,actively_looking_into_it,3.59,LEAVE
zero,145857.0,174.0,16.0,330516.0,642.0,0.0,6.0,very_sat,very_little,no,5.2,LEAVE
one,61399.0,89.0,22.0,758480.0,328.0,0.0,5.0,very_unsat,little,considering,6.39,STAY
zero,155713.0,162.0,0.0,285120.0,555.0,13.0,14.0,very_sat,little,considering,2.81,LEAVE
one,128959.0,265.0,18.0,381919.0,274.0,21.0,5.0,very_unsat,little,actively_looking_into_it,4.15,STAY
zero,71970.0,60.0,0.0,531988.0,350.0,4.0,12.0,very_sat,little,actively_looking_into_it,4.71,STAY
zero,80540.0,63.0,0.0,152856.0,324.0,5.0,14.0,very_unsat,very_high,actively_looking_into_it,3.19,LEAVE
zero,26571.0,172.0,0.0,943026.0,133.0,17.0,15.0,very_unsat,very_little,considering,5.39,LEAVE
zero,147275.0,0.0,48.0,223934.0,368.0,1.0,1.0,very_sat,little,perhaps,6.18,STAY
one,57249.0,0.0,33.0,183453.0,207.0,1.0,1.0,unsat,little,considering,6.76,LEAVE
zero,22867.0,195.0,7.0,267268.0,202.0,12.0,4.0,very_unsat,little,no,3.43,STAY
one,42644.0,239.0,7.0,807307.0,228.0,0.0,4.0,very_sat,very_little,never_thought,7.23,STAY
zero,87951.0,0.0,0.0,988371.0,365.0,0.0,15.0,very_sat,very_high,considering,5.76,STAY
zero,143399.0,192.0,28.0,625395.0,437.0,29.0,1.0,very_unsat,very_little,perhaps,3.63,LEAVE
zero,103569.0,0.0,9.0,558603.0,892.0,1.0,5.0,very_unsat,very_high,considering,4.93,STAY
zero,141938.0,45.0,20.0,376778.0,426.0,5.0,4.0,very_sat,very_little,never_thought,4.64,STAY
zero,70468.0,199.0,11.0,288394.0,201.0,21.0,6.0,very_unsat,very_high,never_thought,2.49,LEAVE
zero,103105.0,213.0,59.0,490388.0,624.0,29.0,2.0,very_unsat,very_high,considering,2.13,LEAVE
one,148216.0,183.0,66.0,152888.0,781.0,12.0,2.0,unsat,very_little,no,3.42,LEAVE
one,87854.0,215.0,8.0,896277.0,305.0,14.0,4.0,very_sat,very_high,actively_looking_into_it,6.42,STAY
one,29273.0,189.0,0.0,535657.0,246.0,1.0,10.0,unsat,very_little,considering,2.39,LEAVE
zero,41490.0,0.0,7.0,595231.0,201.0,0.0,4.0,unsat,little,never_thought,4.87,STAY
zero,47696.0,250.0,0.0,288674.0,233.0,19.0,12.0,very_sat,little,considering,2.94,LEAVE
zero,102708.0,0.0,0.0,305367.0,779.0,1.0,10.0,sat,high,no,4.32,STAY
zero,38164.0,202.0,8.0,163253.0,216.0,0.0,5.0,very_unsat,little,considering,2.86,STAY
zero,23419.0,55.0,16.0,926933.0,770.0,5.0,6.0,sat,little,considering,6.89,STAY
one,63625.0,0.0,0.0,573954.0,292.0,0.0,11.0,very_unsat,little,considering,5.62,STAY
one,67325.0,54.0,62.0,211133.0,317.0,5.0,1.0,very_unsat,little,considering,6.06,STAY
zero,36508.0,0.0,0.0,184693.0,387.0,5.0,10.0,very_unsat,high,no,3.7,LEAVE
one,46369.0,36.0,22.0,269200.0,339.0,4.0,6.0,very_sat,little,considering,4.0,STAY
zero,119312.0,21.0,16.0,460780.0,866.0,3.0,4.0,very_unsat,little,considering,1.75,LEAVE
zero,88005.0,207.0,0.0,154126.0,339.0,19.0,10.0,very_sat,high,actively_looking_into_it,4.29,STAY
one,89334.0,0.0,0.0,907927.0,371.0,0.0,11.0,very_unsat,little,considering,5.94,STAY
one,124898.0,65.0,12.0,168903.0,425.0,5.0,6.0,unsat,little,no,3.77,STAY
zero,49729.0,0.0,38.0,222881.0,146.0,1.0,2.0,very_sat,little,actively_looking_into_it,5.26,STAY
one,110463.0,0.0,0.0,692191.0,545.0,1.0,12.0,very_sat,little,perhaps,3.95,STAY
zero,30108.0,0.0,0.0,733887.0,237.0,1.0,10.0,very_sat,very_high,considering,6.55,STAY
zero,99355.0,69.0,78.0,931717.0,283.0,3.0,2.0,very_unsat,little,considering,5.19,LEAVE
zero,145671.0,159.0,8.0,235709.0,404.0,0.0,5.0,sat,high,actively_looking_into_it,3.78,LEAVE
one,47442.0,0.0,49.0,219458.0,230.0,19.0,1.0,sat,high,considering,6.21,LEAVE
one,127133.0,151.0,21.0,380274.0,436.0,18.0,6.0,unsat,little,actively_looking_into_it,1.62,LEAVE
one,28429.0,66.0,6.0,864021.0,147.0,4.0,4.0,unsat,little,no,8.89,STAY
one,39600.0,31.0,24.0,624727.0,130.0,4.0,4.0,very_unsat,very_high,never_thought,6.42,STAY
one,63253.0,45.0,15.0,787599.0,366.0,4.0,5.0,unsat,very_high,never_thought,6.0,STAY
zero,24135.0,47.0,57.0,206046.0,213.0,29.0,1.0,avg,high,considering,7.85,STAY
one,39638.0,80.0,11.0,949591.0,150.0,4.0,5.0,avg,very_high,considering,6.38,STAY
zero,71700.0,94.0,0.0,768757.0,322.0,3.0,11.0,very_unsat,very_little,considering,6.31,STAY
one,132963.0,63.0,14.0,456283.0,781.0,3.0,5.0,unsat,very_high,actively_looking_into_it,3.77,STAY
zero,67529.0,0.0,84.0,545982.0,264.0,20.0,2.0,unsat,very_little,never_thought,6.15,LEAVE
one,142906.0,70.0,0.0,497215.0,503.0,5.0,13.0,very_unsat,very_high,no,5.95,STAY
zero,60068.0,67.0,0.0,487666.0,300.0,5.0,4.0,avg,little,considering,3.84,LEAVE
zero,25450.0,0.0,0.0,757445.0,222.0,1.0,10.0,very_sat,very_high,considering,6.22,STAY
zero,66765.0,0.0,71.0,516427.0,298.0,29.0,1.0,very_unsat,little,actively_looking_into_it,6.07,LEAVE
zero,127691.0,229.0,82.0,916881.0,139.0,11.0,1.0,very_sat,very_little,perhaps,4.22,LEAVE
one,123169.0,203.0,21.0,531567.0,432.0,23.0,6.0,avg,little,actively_looking_into_it,3.42,LEAVE
